sysid;customerId;addressType;street1;street2;city;zip;zipExtension;state;country;email;phone
1144;144;Personnal;East Fry Blvd.;;Little Rock;;;;US;Franklin.Buchanan@gmail.com;234-555-1212
1145;145;Business;Steele Lane;;Frankfort;;;;US;Warren.Monroe@gmail.com;234-555-1212
1146;146;Personnal;Richmond Hill;;Madison;;;;US;Franklin.Madison@gmail.com;234-555-1212
1147;147;Personnal;Lawrenceville Suwanee;;Hartford;;;;US;Franklin.Cleveland@gmail.com;234-555-1212
1148;148;Personnal;Newbury Road;;Saint Paul;;;;US;James.Eisenhower@gmail.com;234-555-1212
1149;149;Business;San Marcos;;Augusta;;;;US;Bill.Johnson@gmail.com;234-555-1212
1150;150;Business;North Preisker Lane;;Topeka;;;;US;Benjamin.Hoover@gmail.com;234-555-1212
1151;151;Personnal;Woodson Rd.;;Lincoln;;;;US;Richard.Roosevelt@gmail.com;234-555-1212
1152;152;Personnal;Santa Rosa North;;Providence;;;;US;Millard.Grant@gmail.com;234-555-1212
1153;153;Business;Carpinteria North;;Juneau;;;;US;Grover.Clinton@gmail.com;234-555-1212
1154;154;Business;Moreno Drive;;Jackson;;;;US;Dwight.Adams@gmail.com;234-555-1212
1155;155;Business;Cerrillos Road;;Atlanta;;;;US;Thomas.McKinley@gmail.com;234-555-1212
1156;156;Business;San Luis Obispo North;;Bismarck;;;;US;Millard.Johnson@gmail.com;234-555-1212
1157;157;Business;Tully Road East;;Jefferson City;;;;US;Herbert.Quincy@gmail.com;234-555-1212
1158;158;Business;North Ventu Park Road;;Tallahassee;;;;US;Franklin.Garfield@gmail.com;234-555-1212
1159;159;Personnal;Pacific Hwy S;;Concord;;;;US;Warren.Hoover@gmail.com;234-555-1212
1160;160;Business;Steele Lane;;Saint Paul;;;;US;George.Roosevelt@gmail.com;234-555-1212
1161;161;Personnal;Cleveland Ave.;;Hartford;;;;US;Dwight.Tyler@gmail.com;234-555-1212
1162;162;Personnal;Santa Ana Freeway;;Phoenix;;;;US;Ronald.Roosevelt@gmail.com;234-555-1212
1163;163;Personnal;Burnett Road;;Lincoln;;;;US;John.Adams@gmail.com;234-555-1212
1164;164;Business;Erringer Road;;Tallahassee;;;;US;Lyndon.Jackson@gmail.com;234-555-1212
1165;165;Personnal;Lindbergh Blvd;;Columbia;;;;US;Martin.Quincy@gmail.com;234-555-1212
1166;166;Personnal;San Luis Obispo North;;Olympia;;;;US;William.Harding@gmail.com;234-555-1212
1167;167;Business;Lawrenceville Suwanee;;Augusta;;;;US;Harry.McKinley@gmail.com;234-555-1212
1168;168;Business;W. Russell St.;;Lansing;;;;US;Rutherford.Washington@gmail.com;234-555-1212
1169;169;Business;Jones Road;;Helena;;;;US;Rutherford.Taylor@gmail.com;234-555-1212
1170;170;Business;North Ventu Park Road;;Salem;;;;US;Gerald.Arthur@gmail.com;234-555-1212
1171;171;Business;Greenwood Road;;Sacramento;;;;US;Millard.Jackson@gmail.com;234-555-1212
1172;172;Business;Santa Rosa North;;Jefferson City;;;;US;Grover.Polk@gmail.com;234-555-1212
1173;173;Business;Pacific Hwy S;;Little Rock;;;;US;Bill.Washington@gmail.com;234-555-1212
1174;174;Personnal;Santa Monica Road;;Trenton;;;;US;Woodrow.Nixon@gmail.com;234-555-1212
1175;175;Personnal;Westside Freeway;;Montpelier;;;;US;Woodrow.Quincy@gmail.com;234-555-1212
1176;176;Personnal;Carpinteria South;;Oklahoma City;;;;US;Ronald.Cleveland@gmail.com;234-555-1212
1177;177;Personnal;Santa Rosa North;;Denver;;;;US;Ronald.Carter@gmail.com;234-555-1212
1178;178;Business;Woodson Rd.;;Madison;;;;US;Herbert.Adams@gmail.com;234-555-1212
1179;179;Personnal;N Harrison St;;Lansing;;;;US;Grover.Nixon@gmail.com;234-555-1212
1180;180;Business;San Marcos;;Nashville;;;;US;George.Adams@gmail.com;234-555-1212
1181;181;Personnal;San Marcos;;Lincoln;;;;US;George.Coolidge@gmail.com;234-555-1212
1182;182;Business;Jean de la Fontaine;;Denver;;;;US;William.Carter@gmail.com;234-555-1212
1183;183;Business;Carpinteria Avenue;;Salt Lake City;;;;US;Thomas.Monroe@gmail.com;234-555-1212
1184;184;Personnal;Cleveland Ave.;;Providence;;;;US;Herbert.Cleveland@gmail.com;234-555-1212
1185;185;Business;Bowles Avenue;;Phoenix;;;;US;Benjamin.Carter@gmail.com;234-555-1212
1186;186;Business;East 1st Street;;Frankfort;;;;US;Chester.Adams@gmail.com;234-555-1212
1187;187;Business;Tanger Blvd;;Pierre;;;;US;Ulysses.Reagan@gmail.com;234-555-1212
1188;188;Personnal;Camelback Rd;;Lincoln;;;;US;Ulysses.Reagan@gmail.com;234-555-1212
1189;189;Personnal;Cleveland Ave.;;Boston;;;;US;Richard.Eisenhower@gmail.com;234-555-1212
1190;190;Personnal;Lawrenceville Suwanee;;Hartford;;;;US;Lyndon.Grant@gmail.com;234-555-1212
1191;191;Business;Camelback Rd;;Nashville;;;;US;Gerald.Adams@gmail.com;234-555-1212
1192;192;Personnal;North Ventu Park Road;;Augusta;;;;US;Jimmy.Carter@gmail.com;234-555-1212
1193;193;Personnal;Santa Rosa South;;Olympia;;;;US;William.Garfield@gmail.com;234-555-1212
1194;194;Business;W. Russell St.;;Pierre;;;;US;Abraham.Polk@gmail.com;234-555-1212
1195;195;Business;Harry S Truman Blvd;;Harrisburg;;;;US;Franklin.Nixon@gmail.com;234-555-1212
1196;196;Personnal;Steele Lane;;Tallahassee;;;;US;Dwight.Jefferson@gmail.com;234-555-1212
1197;197;Business;Padre Boulevard;;Harrisburg;;;;US;Dwight.Jackson@gmail.com;234-555-1212
1198;198;Personnal;San Marcos;;Springfield;;;;US;Chester.Hayes@gmail.com;234-555-1212
1199;199;Business;East Fry Blvd.;;Olympia;;;;US;Benjamin.Garfield@gmail.com;234-555-1212
